symbolId	category	jsonPointer	reason
operation:PostSetupIntentsIntentConfirm	form-composition	/paths/~1v1~1setup_intents~1{intent}~1confirm/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/mandate_data	Operation 'PostSetupIntentsIntentConfirm' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostShippingRates	dynamic-object-keys	/paths/~1v1~1shipping_rates/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/delivery_estimate	Operation 'PostShippingRates' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostShippingRatesShippingRateToken	dynamic-object-keys	/paths/~1v1~1shipping_rates~1{shipping_rate_token}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/fixed_amount	Operation 'PostShippingRatesShippingRateToken' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSources	dynamic-object-keys	/paths/~1v1~1sources/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/mandate	Operation 'PostSources' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSourcesSource	dynamic-object-keys	/paths/~1v1~1sources~1{source}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/mandate	Operation 'PostSourcesSource' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionItems	dynamic-object-keys	/paths/~1v1~1subscription_items/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing_thresholds/anyOf/0	Operation 'PostSubscriptionItems' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionItemsItem	dynamic-object-keys	/paths/~1v1~1subscription_items~1{item}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing_thresholds/anyOf/0	Operation 'PostSubscriptionItemsItem' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionSchedules	dynamic-object-keys	/paths/~1v1~1subscription_schedules/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing_mode	Operation 'PostSubscriptionSchedules' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionSchedulesSchedule	dynamic-object-keys	/paths/~1v1~1subscription_schedules~1{schedule}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/default_settings	Operation 'PostSubscriptionSchedulesSchedule' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptions	dynamic-object-keys	/paths/~1v1~1subscriptions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/add_invoice_items/items	Operation 'PostSubscriptions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionsSubscriptionExposedId	dynamic-object-keys	/paths/~1v1~1subscriptions~1{subscription_exposed_id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/add_invoice_items/items	Operation 'PostSubscriptionsSubscriptionExposedId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSubscriptionsSubscriptionMigrate	dynamic-object-keys	/paths/~1v1~1subscriptions~1{subscription}~1migrate/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing_mode	Operation 'PostSubscriptionsSubscriptionMigrate' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTaxCalculations	dynamic-object-keys	/paths/~1v1~1tax~1calculations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/customer_details	Operation 'PostTaxCalculations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTaxIds	dynamic-object-keys	/paths/~1v1~1tax_ids/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/owner	Operation 'PostTaxIds' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTaxRegistrations	dynamic-object-keys	/paths/~1v1~1tax~1registrations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/country_options	Operation 'PostTaxRegistrations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTaxRegistrationsId	form-composition	/paths/~1v1~1tax~1registrations~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/expires_at	Operation 'PostTaxRegistrationsId' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostTaxSettings	dynamic-object-keys	/paths/~1v1~1tax~1settings/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/defaults	Operation 'PostTaxSettings' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTaxTransactionsCreateReversal	dynamic-object-keys	/paths/~1v1~1tax~1transactions~1create_reversal/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/line_items/items	Operation 'PostTaxTransactionsCreateReversal' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalConfigurations	dynamic-object-keys	/paths/~1v1~1terminal~1configurations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bbpos_wisepad3	Operation 'PostTerminalConfigurations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalConfigurationsConfiguration	dynamic-object-keys	/paths/~1v1~1terminal~1configurations~1{configuration}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bbpos_wisepad3/anyOf/0	Operation 'PostTerminalConfigurationsConfiguration' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalLocations	dynamic-object-keys	/paths/~1v1~1terminal~1locations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/address	Operation 'PostTerminalLocations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalLocationsLocation	dynamic-object-keys	/paths/~1v1~1terminal~1locations~1{location}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/address	Operation 'PostTerminalLocationsLocation' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalOnboardingLinks	dynamic-object-keys	/paths/~1v1~1terminal~1onboarding_links/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/link_options	Operation 'PostTerminalOnboardingLinks' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReader	form-composition	/paths/~1v1~1terminal~1readers~1{reader}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/label	Operation 'PostTerminalReadersReader' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostTerminalReadersReaderCollectInputs	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1collect_inputs/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/inputs/items	Operation 'PostTerminalReadersReaderCollectInputs' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderCollectPaymentMethod	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1collect_payment_method/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/collect_config	Operation 'PostTerminalReadersReaderCollectPaymentMethod' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderConfirmPaymentIntent	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1confirm_payment_intent/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/confirm_config	Operation 'PostTerminalReadersReaderConfirmPaymentIntent' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderProcessPaymentIntent	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1process_payment_intent/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/process_config	Operation 'PostTerminalReadersReaderProcessPaymentIntent' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderProcessSetupIntent	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1process_setup_intent/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/process_config	Operation 'PostTerminalReadersReaderProcessSetupIntent' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderRefundPayment	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1refund_payment/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/refund_payment_config	Operation 'PostTerminalReadersReaderRefundPayment' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTerminalReadersReaderSetReaderDisplay	dynamic-object-keys	/paths/~1v1~1terminal~1readers~1{reader}~1set_reader_display/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/cart	Operation 'PostTerminalReadersReaderSetReaderDisplay' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersConfirmationTokens	dynamic-object-keys	/paths/~1v1~1test_helpers~1confirmation_tokens/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/payment_method_data	Operation 'PostTestHelpersConfirmationTokens' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingAuthorizations	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1authorizations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details	Operation 'PostTestHelpersIssuingAuthorizations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingAuthorizationsAuthorizationCapture	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1authorizations~1{authorization}~1capture/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/purchase_details	Operation 'PostTestHelpersIssuingAuthorizationsAuthorizationCapture' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingAuthorizationsAuthorizationFinalizeAmount	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1authorizations~1{authorization}~1finalize_amount/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/fleet	Operation 'PostTestHelpersIssuingAuthorizationsAuthorizationFinalizeAmount' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignReject	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1personalization_designs~1{personalization_design}~1reject/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/rejection_reasons	Operation 'PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignReject' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingTransactionsCreateForceCapture	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1transactions~1create_force_capture/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/merchant_data	Operation 'PostTestHelpersIssuingTransactionsCreateForceCapture' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersIssuingTransactionsCreateUnlinkedRefund	dynamic-object-keys	/paths/~1v1~1test_helpers~1issuing~1transactions~1create_unlinked_refund/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/merchant_data	Operation 'PostTestHelpersIssuingTransactionsCreateUnlinkedRefund' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTerminalReadersReaderPresentPaymentMethod	dynamic-object-keys	/paths/~1v1~1test_helpers~1terminal~1readers~1{reader}~1present_payment_method/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/card	Operation 'PostTestHelpersTerminalReadersReaderPresentPaymentMethod' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryInboundTransfersIdFail	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1inbound_transfers~1{id}~1fail/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/failure_details	Operation 'PostTestHelpersTreasuryInboundTransfersIdFail' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryOutboundPaymentsId	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1outbound_payments~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/tracking_details	Operation 'PostTestHelpersTreasuryOutboundPaymentsId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryOutboundPaymentsIdReturn	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1outbound_payments~1{id}~1return/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/returned_details	Operation 'PostTestHelpersTreasuryOutboundPaymentsIdReturn' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryOutboundTransfersOutboundTransfer	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1outbound_transfers~1{outbound_transfer}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/tracking_details	Operation 'PostTestHelpersTreasuryOutboundTransfersOutboundTransfer' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryOutboundTransfersOutboundTransferReturn	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1outbound_transfers~1{outbound_transfer}~1return/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/returned_details	Operation 'PostTestHelpersTreasuryOutboundTransfersOutboundTransferReturn' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryReceivedCredits	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1received_credits/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/initiating_payment_method_details	Operation 'PostTestHelpersTreasuryReceivedCredits' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTestHelpersTreasuryReceivedDebits	dynamic-object-keys	/paths/~1v1~1test_helpers~1treasury~1received_debits/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/initiating_payment_method_details	Operation 'PostTestHelpersTreasuryReceivedDebits' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTokens	dynamic-object-keys	/paths/~1v1~1tokens/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/account	Operation 'PostTokens' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTopups	dynamic-object-keys	/paths/~1v1~1topups/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/payment_method_options	Operation 'PostTopups' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryFinancialAccounts	dynamic-object-keys	/paths/~1v1~1treasury~1financial_accounts/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/features	Operation 'PostTreasuryFinancialAccounts' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryFinancialAccountsFinancialAccount	dynamic-object-keys	/paths/~1v1~1treasury~1financial_accounts~1{financial_account}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/features	Operation 'PostTreasuryFinancialAccountsFinancialAccount' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryFinancialAccountsFinancialAccountClose	dynamic-object-keys	/paths/~1v1~1treasury~1financial_accounts~1{financial_account}~1close/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/forwarding_settings	Operation 'PostTreasuryFinancialAccountsFinancialAccountClose' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryFinancialAccountsFinancialAccountFeatures	dynamic-object-keys	/paths/~1v1~1treasury~1financial_accounts~1{financial_account}~1features/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/card_issuing	Operation 'PostTreasuryFinancialAccountsFinancialAccountFeatures' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryOutboundPayments	dynamic-object-keys	/paths/~1v1~1treasury~1outbound_payments/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/destination_payment_method_data	Operation 'PostTreasuryOutboundPayments' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostTreasuryOutboundTransfers	dynamic-object-keys	/paths/~1v1~1treasury~1outbound_transfers/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/destination_payment_method_data	Operation 'PostTreasuryOutboundTransfers' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostWebhookEndpoints	form-composition	/paths/~1v1~1webhook_endpoints/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/description	Operation 'PostWebhookEndpoints' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostWebhookEndpointsWebhookEndpoint	form-composition	/paths/~1v1~1webhook_endpoints~1{webhook_endpoint}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/description	Operation 'PostWebhookEndpointsWebhookEndpoint' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
